publicationTitle,Authors,yearOfPublication,publicationVenue,publicationID
Spatial data management for computer aided design,"['Hans-Peter Kriegel', 'Andreas Müller', 'Marco Pötke', 'Thomas Seidl']",2001,SIGMOD,5390881220f70186a0d7e34f
Experiences in mining aviation safety data,"['Zohreh Nazeri', 'Eric Bloedorn', 'Paul Ostwald']",2001,SIGMOD,5390881220f70186a0d7e32e
Catalog management in websphere commerce suite,['Thomas Maguire'],2001,SIGMOD,5390881220f70186a0d7e32d
Fast-Start: quick fault recovery in oracle,"['Tirthankar Lahiri', 'Amit Ganesh', 'Ron Weiss', 'Ashok Joshi']",2001,SIGMOD,5390881220f70186a0d7e336
"COSIMA- your smart, speaking E-salesperson","['Werner Kieβling', 'Stefan Holland', 'Stefan Fischer', 'Thorsten Ehm']",2001,SIGMOD,5390881220f70186a0d7e339
REVIEW: a real-time virtual walkthrough system,"['L. Shou', 'C. H. Chionh', 'Z. Huang', 'Y. Ruan', 'Kian-Lee Tan']",2001,SIGMOD,5390881220f70186a0d7e33a
The nimble integration engine,"['Denise Draper', 'Alon Y. Halevy', 'Daniel S. Weld']",2001,SIGMOD,5390881220f70186a0d7e32f
"StorHouse metanoia - new applications for database, storage & data warehousing","['Felipe Cariño', 'Jr.', 'Pekka Kostamaa', 'Art Kaufmann', 'John Burgess']",2001,SIGMOD,5390881220f70186a0d7e325
Time series similarity measures and time series indexing (abstract only),"['Dimitrios Gunopulos', 'Gautam Das']",2001,SIGMOD,5390881220f70186a0d7e368
Monitoring business processes through event correlation based on dependency model,"['Asaf Adii', 'David Botzer', 'Opher Etzion', 'Tali Yatzkar-Haham']",2001,SIGMOD,5390881220f70186a0d7e33e
Kweelt: more than just “yet another framework to query XML!”,['Arnaud Sahuguet'],2001,SIGMOD,5390881220f70186a0d7e33c
Content integration for e-business,"['Michael Stonebraker', 'Joseph M. Hellerstein']",2001,SIGMOD,5390881220f70186a0d7e32a
Dissemination of dynamic data,"['Pavan Deolasee', 'Amol Katkar', 'Ankur Panchbudhe', 'Krithi Ramamritham', 'Prashant Shenoy']",2001,SIGMOD,5390881220f70186a0d7e337
The network is the database: data management for highly distributed systems,"['Julio C. Navas', 'Michael Wynblatt']",2001,SIGMOD,5390881220f70186a0d7e329
"Data management: lasting impact on wild, wild, web",['Reed M. Meseck'],2001,SIGMOD,5390881220f70186a0d7e330
Standard for multimedia databases,['John R. Smith'],2001,SIGMOD,5390881220f70186a0d7e36e
Models and languages for describing and discovering E-services,"['Fabio Casati', 'Ming-Chien Shan']",2001,SIGMOD,5390881220f70186a0d7e36c
Semantic B2B integration,['Christoph Bussler'],2001,SIGMOD,5390881220f70186a0d7e36a
Online query processing: a tutorial,"['Peter J. Haas', 'Joseph M. Hellerstein']",2001,SIGMOD,5390881220f70186a0d7e362
Application servers (panel session): born-again TP monitors for the Web,"['C. Mohan', 'Larry Cable', 'Matthieu Devin', 'Scott Dietzen', 'Pat Helland', 'Dan Wolfson']",2001,SIGMOD,5390881220f70186a0d7e361
XML data management (panel session): go native or spruce up relational systems?,"['Per-Åke Larson', 'Dana Florescu', 'Goetz Graefe', 'Guido Moerkotte', 'Hamid Pirahesh', 'Harald Schöning']",2001,SIGMOD,5390881220f70186a0d7e35b
DyDa: data warehouse maintenance in fully concurrent environments,"['Jun Chen', 'Xin Zhang', 'Songting Chen', 'Andreas Koeller', 'Elke A. Rundensteiner']",2001,SIGMOD,5390881220f70186a0d7e358
Will database researchers have any role in data security? (panel session),"['Arnon Rosenthal', 'Klaus Dittrich', 'Jim Donahue', 'Bill Maimone']",2001,SIGMOD,5390881220f70186a0d7e35f
DNA-miner: a system prototype for mining DNA sequences,"['Jiawei Han', 'Hasan Jamil', 'Ying Lu', 'Liangyou Chen', 'Yaqin Liao', 'Jian Pei']",2001,SIGMOD,5390881220f70186a0d7e356
Clio: a semi-automatic tool for schema mapping,"['Mauricio A. Hernández', 'Renée J. Miller', 'Laura M. Haas']",2001,SIGMOD,5390881220f70186a0d7e346
Snowball: a prototype system for extracting relations from large text collections,"['Eugene Agichtein', 'Luis Gravano', 'Jeff Pavel', 'Viktoriya Sokolova', 'Aleksandr Voskoboynik']",2001,SIGMOD,5390881220f70186a0d7e34c
Lots o'Ticks: real time high performance time series queries on billions of trades and quotes,"['Arthur Whitney', 'Dennis Shasha']",2001,SIGMOD,5390881220f70186a0d7e353
Dynamic content acceleration: a caching solution to enable scalable dynamic Web page generation,"['Anindya Datta', 'Kaushik Dutta', 'Krithi Ramamritham', 'Helen Thomas', 'Debra VanderMeer']",2001,SIGMOD,5390881220f70186a0d7e351
PBIR - perception-based image retrieval,"['Edward Chang', 'Kwang-Ting Cheng', 'Lihyuarn L. Chang']",2001,SIGMOD,5390881220f70186a0d7e34e
Enabling dynamic content caching for database-driven web sites,"['K. Selçuk Candan', 'Wen-Syan Li', 'Qiong Luo', 'Wang-Pin Hsiung', 'Divyakant Agrawal']",2001,SIGMOD,5390881220f70186a0d7e328
Materialized view and index selection tool for Microsoft SQL server 2000,"['Sanjay Agrawal', 'Surajit Chaudhuri', 'Vivek Narasayya']",2001,SIGMOD,5390881220f70186a0d7e347
Securing XML documents: the author-X project demonstration,"['Elisa Bertino', 'Silvana Castano', 'Elena Ferrari']",2001,SIGMOD,5390881220f70186a0d7e343
Exploiting constraint-like data characterizations in query optimization,"['Parke Godfrey', 'Jarek Gryz', 'Calisto Zuzarte']",2001,SIGMOD,5390881220f70186a0d7e334
"Fault-tolerant, load-balancing queries in telegraph","['Mehul A. Shah', 'Sirish Chandrasekaran']",2001,SIGMOD,5390881220f70186a0d7e34b
"Sangam - a solution to support multiple data models, their mappings and maintenance","['Kajal T. Claypool', 'Elke A. Rundensteiner', 'Xin Zhang', 'Su Hong', 'Harumi Kuno', 'Wang-chien Lee', 'Gail Mitchell']",2001,SIGMOD,5390881220f70186a0d7e344
ACM SIGMOD Record,"['Timos Sellis', 'Sharad Mehrotra']",2001,SIGMOD,5590ddbb0cf2ce4b6f3a0979
"Integrating temporal, real-time, an active databases","['Krithi Ramamritham', 'Raju Sivasankaran', 'John A. Stankovic', 'Don T. Towsley', 'Ming Xiong']",1996,SIGMOD,5390881220f70186a0d7f818
Real-time database — similarity and resource scheduling,"['Tei-Wei Kuo', 'Aloysius K. Mok']",1996,SIGMOD,5390881220f70186a0d7f81c
Exploiting main memory DBMS features to improve real-time concurrency control protocols,"['Özgür Ulusoy', 'Alejandro Buchmann']",1996,SIGMOD,5390881220f70186a0d7f81f
Real-time index concurrency control,"['Jayant R. Haritsa', 'S. Seshadri']",1996,SIGMOD,5390881220f70186a0d7f81a
Enhancing external consistency in real-time transactions,"['Kwei-Jay Lin', 'Ching-Shan Peng']",1996,SIGMOD,5390881220f70186a0d7f820
Workshop report: the first international workshop on active and real-time database systems (ARTDB-95),"['Mikael Berndtsson', 'Jörgen Hansson']",1996,SIGMOD,5390881220f70186a0d7f829
Overview of the STanford Real-time Information Processor (STRIP),"['Brad Adelberg', 'Ben Kao', 'Hector Garcia-Molina']",1996,SIGMOD,5390881220f70186a0d7f823
Object query standards,['Andrew E. Wade'],1996,SIGMOD,5390881220f70186a0d7f82d
Database research: achievements and opportunities into the 1st century,"['Avi Silberschatz', 'Mike Stonebraker', 'Jeff Ullman']",1996,SIGMOD,5390881220f70186a0d7f826
DeeDS towards a distributed and active real-time database system,"['S. F. Andler', 'J. Hansson', 'J. Eriksson', 'J. Mellin', 'M. Berndtsson', 'B. Eftring']",1996,SIGMOD,5390881220f70186a0d7f822
"Shutdown, budget, and funding",['Xiaolei Qian'],1996,SIGMOD,5390881220f70186a0d7f831
MQseries and CICS link for Lotus Notes,['Lotus Development Corp.'],1996,SIGMOD,5390881220f70186a0d7f830
"Database research at the Indian Institute of Technology, Bombay","['D. B. Phatak', 'N. L. Sarda', 'S. Seshadri', 'S. Sudarshan']",1996,SIGMOD,5390881220f70186a0d7f82e
Database research at Arizona State University,"['Susan D. Urban', 'Suzanne W. Dietrich', 'Forouzan Golshani']",1996,SIGMOD,5390881220f70186a0d7f82b
An Illustra technical white paper,['John Gaffney'],1996,SIGMOD,5390881220f70186a0d7f82f
Lifestreams: a storage model for personal data,"['Eric Freeman', 'David Gelernter']",1996,SIGMOD,5390881220f70186a0d7f82c
Integrating contents and structure in text retrieval,"['Ricardo Baeza-Yates', 'Gonzalo Navarro']",1996,SIGMOD,5390881220f70186a0d7f82a
Advances in real-time database systems research,['Azer Bestavros'],1996,SIGMOD,5390881220f70186a0d7f812
Improving timeliness in real-time secure database systems,"['Sang H. Son', 'Rasikan David', 'Bhavani Thuraisingham']",1996,SIGMOD,5390881220f70186a0d7f821
ACM SIGMOD Record,['Jennifer Widom'],1996,SIGMOD,558fe5740cf235154271839a
On the effects of dimensionality reduction on high dimensional similarity search,['Charu C. Aggarwal'],2001,SIGMOD,5390881720f70186a0d7fbd2
Reminiscences in influential papers,['Richard Snodgrass'],1998,SIGMOD,5390881720f70186a0d7ff31
Data management issues in electronic commerce: guest editor's introduction,['Asuman Dogac'],2002,SIGMOD,5390881820f70186a0d8110a
The n-tier hub technology,"['Rainer A. Sommer', 'Thomas R. Gulledge', 'David Bailey']",2002,SIGMOD,5390881820f70186a0d8110d
Conceptual modeling and specification generation for B2B business processes based on ebXML,['HyoungDo Kim'],2002,SIGMOD,5390881820f70186a0d81110
Contracting in the days of eBusiness,"['W. Hümmer', 'W. Lehner', 'H. Wedekind']",2002,SIGMOD,5390881820f70186a0d8110f
An active functionality service for e-business applications,"['M. Cilia', 'A. P. Buchmann']",2002,SIGMOD,5390881820f70186a0d8110e
Semantic B2B integration: issues in ontology-based approaches,"['Zhan Cui', 'Dean Jones', ""Paul O'Brien""]",2002,SIGMOD,5390881820f70186a0d81111
A multi-agent system infrastructure for software component market-place: an ontological perspective,"['Riza Cenk Erdur', 'Oğuz Dikenelli']",2002,SIGMOD,5390881820f70186a0d81113
Book review column,['Karl Aberer'],2002,SIGMOD,558e0bce0cf2e667580509be
Databases and transaction processing: an application-oriented approach,"['Philip M. Lewis', 'Arthur Bernstein', 'Michael Kifer']",2002,SIGMOD,5390881820f70186a0d81116
The role of B2B engines in B2B integration architectures,['Christoph Bussler'],2002,SIGMOD,5390881820f70186a0d81115
What will be,['Michael Dertouzos'],2002,SIGMOD,5390881820f70186a0d81118
The design and performance evaluation of alternative XML storage strategies,"['Feng Tian', 'David J. DeWitt', 'Jianjun Chen', 'Chun Zhang']",2002,SIGMOD,5390881820f70186a0d8110b
"Avi Silberschatz speaks out: on academia versus industrial labs, startup fever, database PhD quality, the future of data mining as a research area, IP issues, how he wouldn't change a thing, and more",['Marianne Winslett'],2002,SIGMOD,5390881820f70186a0d81119
Supply chain infrastructures: system integration and information sharing,"['Michael O. Ball', 'Meng Ma', 'Louiqa Raschid', 'Zhengying Zhao']",2002,SIGMOD,5390881820f70186a0d81114
Reminiscences on influential papers,['Kenneth A. Ross'],2002,SIGMOD,5590d0800cf25001c36ef0ad
Data mining: practical machine learning tools and techniques with Java implementations,"['Ian H. Witten', 'Eibe Frank']",2002,SIGMOD,5390881820f70186a0d81117
Report on the 18th British National Conference on Databases (BNCOD),"['Carole Goble', 'Brian Read']",2002,SIGMOD,5390881820f70186a0d8111c
The XML typechecking problem,['Dan Suciu'],2002,SIGMOD,5390881820f70186a0d8111a
Too much middleware,['Michael Stonebraker'],2002,SIGMOD,5390881820f70186a0d8111b
Why I like working in academia,['Richard Thomas Snodgrass'],2002,SIGMOD,5390881820f70186a0d8111e
Advances in databases and information systems: report of 5th East European Conference ADBIS'2001,"['Albertas Caplinskas', 'Johann Eder', 'Olegas Vasilecas']",2002,SIGMOD,5390881820f70186a0d8111d
Business data management for business-to-business electronic commerce,"['Christoph Quix', 'Mareike Schoop', 'Manfred Jeusfeld']",2002,SIGMOD,5390881820f70186a0d81112
Supporting global user profiles through trusted authorities,['Ibrahim Cingil'],2002,SIGMOD,5390881820f70186a0d8110c
ACM SIGMOD Record,,2002,SIGMOD,558ce2d0612c5d355d052672
From discrepancy to declustering: near-optimal multidimensional declustering strategies for range queries,"['Chung-Min Chen', 'Christine T. Cheng']",2002,SIGMOD,5390882420f70186a0d89093
Monadic datalog and the expressive power of languages for web information extraction,"['Georg Gottlob', 'Christoph Koch']",2002,SIGMOD,5390882420f70186a0d89092
How to evaluate multiple range-sum queries progressively,"['Rolfe R. Schmidt', 'Cyrus Shahabi']",2002,SIGMOD,5390882420f70186a0d8909c
Distributed computation of web queries using automata,"['Marc Spielmann', 'Jerzy Tyszkiewicz', 'Jan Van den Bussche']",2002,SIGMOD,5390882420f70186a0d89099
On the computation of relational view complements,"['Jens Lechtenbörger', 'Gottfried Vossen']",2002,SIGMOD,5390882420f70186a0d8909d
Conjunctive selection conditions in main memory,['Kenneth A. Ross'],2002,SIGMOD,5390882420f70186a0d8909a
Efficient aggregation over objects with extent,"['Donghui Zhang', 'Vassilis J. Tsotras', 'Dimitrios Gunopulos']",2002,SIGMOD,5390882420f70186a0d8909b
Validating streaming XML documents,"['Luc Segoufin', 'Victor Vianu']",2002,SIGMOD,5390882420f70186a0d89095
On the power of walking for querying tree-structured data,['Frank Neven'],2002,SIGMOD,5390882420f70186a0d89097
Fast algorithms for hierarchical range histogram construction,"['Sudipto Guha', 'Nick Koudas', 'Divesh Srivastava']",2002,SIGMOD,5390882420f70186a0d890a1
Knowledge compilation = query rewriting + view synthesis,"['Marco Cadoli', 'Toni Mancini']",2002,SIGMOD,5390882420f70186a0d890a3
The view-selection problem has an exponential-time lower bound for conjunctive queries and views,['Rada Chirkova'],2002,SIGMOD,5390882420f70186a0d8909f
OLAP dimension constraints,"['Carlos A. Hurtado', 'Alberto O. Mendelzon']",2002,SIGMOD,5390882420f70186a0d890a0
On moving object queries: (extended abstract),"['Hoda Mokhtar', 'Jianwen Su', 'Oscar Ibarra']",2002,SIGMOD,5390882420f70186a0d890a2
On propagation of deletions and annotations through views,"['Peter Buneman', 'Sanjeev Khanna', 'Wang-Chiew Tan']",2002,SIGMOD,5390882420f70186a0d8909e
On the complexity of approximate query optimization,"['S. Chatterji', 'S. S. K. Evani', 'S. Ganguly', 'M. D. Yemmanuru']",2002,SIGMOD,5390882420f70186a0d890aa
A normal form for XML documents,"['Marcelo Arenas', 'Leonid Libkin']",2002,SIGMOD,5390882420f70186a0d89098
Containment and equivalence for an XPath fragment,"['Gerome Miklau', 'Dan Suciu']",2002,SIGMOD,5390882420f70186a0d89096
Lossless regular views,"['Diego Calvanese', 'Giuseppe De Giacomo', 'Maurizio Lenzerini', 'Moshe Y. Vardi']",2002,SIGMOD,5390882420f70186a0d890a7
On verifying consistency of XML specifications,"['Marcelo Arenas', 'Wenfei Fan', 'Leonid Libkin']",2002,SIGMOD,5390882420f70186a0d890a8
Characterizing memory requirements for queries over continuous data streams,"['Arvind Arasu', 'Brian Babcock', 'Shivnath Babu', 'Jon McAlister', 'Jennifer Widom']",2002,SIGMOD,5390882420f70186a0d890a5
Algorithmics and applications of tree and graph searching,"['Dennis Shasha', 'Jason T. L. Wang', 'Rosalba Giugno']",2002,SIGMOD,5390882420f70186a0d89094
Labeling dynamic XML trees,"['Edith Cohen', 'Haim Kaplan', 'Tova Milo']",2002,SIGMOD,5390882420f70186a0d890a9
Answering queries using views with arithmetic comparisons,"['Foto Afrati', 'Chen Li', 'Prasenjit Mitra']",2002,SIGMOD,5390882420f70186a0d890a4
Least expected cost query optimization: what can we expect?,"['Francis Chu', 'Joseph Halpern', 'Johannes Gehrke']",2002,SIGMOD,5390882420f70186a0d890ab
Models and issues in data stream systems,"['Brian Babcock', 'Shivnath Babu', 'Mayur Datar', 'Rajeev Motwani', 'Jennifer Widom']",2002,SIGMOD,5390882420f70186a0d89091
Data integration: a theoretical perspective,['Maurizio Lenzerini'],2002,SIGMOD,5390882420f70186a0d890a6
Efficient integration and aggregation of historical information,"['Mirek Riedewald', 'Divyakant Agrawal', 'Amr El Abbadi']",2002,SIGMOD,5390882d20f70186a0d8daa3
Efficient evaluation of queries in a mediator for WebSources,"['Vladimir Zadorozhny', 'Louiqa Raschid', 'Maria Esther Vidal', 'Tolga Urhan', 'Laura Bright']",2002,SIGMOD,5390882d20f70186a0d8daa9
Skew handling techniques in sort-merge join,"['Wei Li', 'Dengfeng Gao', 'Richard Thomas Snodgrass']",2002,SIGMOD,5390882d20f70186a0d8dab0
Best-effort cache synchronization with source cooperation,"['Chris Olston', 'Jennifer Widom']",2002,SIGMOD,5390882d20f70186a0d8daa8
Rate-based query optimization for streaming information sources,"['Stratis D. Viglas', 'Jeffrey F. Naughton']",2002,SIGMOD,5390882d20f70186a0d8daa5
Implementing database operations using SIMD instructions,"['Jingren Zhou', 'Kenneth A. Ross']",2002,SIGMOD,5390882d20f70186a0d8daae
Covering indexes for branching path queries,"['Raghav Kaushik', 'Philip Bohannon', 'Jeffrey F Naughton', 'Henry F Korth']",2002,SIGMOD,5390882d20f70186a0d8daad
QURSED: querying and reporting semistructured data,"['Yannis Papakonstantinou', 'Michalis Petropoulos', 'Vasilis Vassalos']",2002,SIGMOD,5390882d20f70186a0d8dab2
StatiX: making XML count,"['Juliana Freire', 'Jayant R. Haritsa', 'Maya Ramanath', 'Prasan Roy', 'Jérôme Siméon']",2002,SIGMOD,5390882d20f70186a0d8dab1
Continuously adaptive continuous queries over streams,"['Samuel Madden', 'Mehul Shah', 'Joseph M. Hellerstein', 'Vijayshankar Raman']",2002,SIGMOD,5390882d20f70186a0d8daa6
Workflow management with service quality guarantees,"['Michael Gillmann', 'Gerhard Weikum', 'Wolfgang Wonner']",2002,SIGMOD,5390882d20f70186a0d8dab5
An adaptive peer-to-peer network for distributed caching of OLAP results,"['Panos Kalnis', 'Wee Siong Ng', 'Beng Chin Ooi', 'Dimitris Papadias', 'Kian-Lee Tan']",2002,SIGMOD,5390882d20f70186a0d8daa4
Efficient algorithms for minimizing tree pattern queries,['Prakash Ramanan'],2002,SIGMOD,5390882d20f70186a0d8dabb
Exploiting statistics on query expressions for optimization,"['Nicolas Bruno', 'Surajit Chaudhuri']",2002,SIGMOD,5390882d20f70186a0d8dab8
A scalable hash ripple join algorithm,"['Gang Luo', 'Curt J. Ellmann', 'Peter J. Haas', 'Jeffrey F. Naughton']",2002,SIGMOD,5390882d20f70186a0d8dab7
Efficient k-NN search on vertically decomposed data,"['Arjen P. de Vries', 'Nikos Mamoulis', 'Niels Nes', 'Martin Kersten']",2002,SIGMOD,5390882d20f70186a0d8dabd
Approximate XML joins,"['Sudipto Guha', 'H. V. Jagadish', 'Nick Koudas', 'Divesh Srivastava', 'Ting Yu']",2002,SIGMOD,5390882d20f70186a0d8daba
"Mining database structure; or, how to build a data quality browser","['Tamraparni Dasu', 'Theodore Johnson', 'S. Muthukrishnan', 'Vladislav Shkapenyuk']",2002,SIGMOD,5390882d20f70186a0d8dab6
Accelerating XPath location steps,['Torsten Grust'],2002,SIGMOD,5390882d20f70186a0d8daab
Selectivity estimation for spatio-temporal queries to moving objects,"['Yong-Jin Choi', 'Chin-Wan Chung']",2002,SIGMOD,5390882d20f70186a0d8dac7
Statistical synopses for graph-structured XML databases,"['Neoklis Polyzotis', 'Minos Garofalakis']",2002,SIGMOD,5390882d20f70186a0d8dac0
Clustering by pattern similarity in large data sets,"['Haixun Wang', 'Wei Wang', 'Jiong Yang', 'Philip S. Yu']",2002,SIGMOD,5390882d20f70186a0d8dac3
